KIC,Mass,S_Mass,Radius,S_Radius,Logg_Seis,S_Logg_Seis,Teff,S_Teff,[Fe/H],S_[Fe/H],[Alp/Fe],S_[Alp/Fe],[C/Fe],S_[C/Fe],[N/Fe],S_[N/Fe],[C/N],S_[C/N]
8958065,1.2594,0.0484,8.1305,0.1407,2.7197,0.0041,4795.0767,50.1667,-0.2569,0.058,0.0667,0.022,-0.0508,0.0538956408314911,0.2311,0.056929663296294945,-0.2819,0.08201262457814329
8958208,1.3155,0.0555,17.2669,0.3242,2.0725,0.0045,4346.2354,46.9576,0.0943,0.058,0.0078,0.022,-0.038,0.03966476937598502,0.2042,0.04256170065484907,-0.2422,0.06086136423077918
8959259,1.4937,0.0575,8.231,0.1426,2.7832,0.0038,4701.5874,42.6795,0.2244,0.058,0.0109,0.022,-0.1486,0.027856173912905513,0.3179,0.03198904889982287,-0.4665,0.044360012584375906
8960083,1.6469,0.0632,7.4224,0.1283,2.9154,0.0039,4864.867,46.1197,-0.0506,0.058,0.0167,0.022,-0.1389,0.037848062381665104,0.3288,0.042290607020104815,-0.4677,0.059360920666713744
8961152,1.1206,0.0434,10.5825,0.1839,2.4383,0.0038,4510.806,40.5282,0.0518,0.058,0.0352,0.022,0.0139,0.029067311909118793,0.184,0.032802329804055654,-0.1701,0.04583934880728166
8962109,1.073,0.0411,5.1054,0.0882,3.0543,0.0042,4920.503,52.3421,-0.3311,0.058,0.0957,0.022,-0.0605,0.06328196030214404,0.0763,0.06533356597336705,-0.1368,0.09515821690448101
8964218,1.2421,0.0476,11.8124,0.2033,2.3866,0.0037,4400.6875,38.639,0.2362,0.058,0.0266,0.022,0.0537,0.024525544423318984,0.2932,0.027651550743914687,-0.23950000000000002,0.038657242938373915
8973228,1.1471,0.0442,8.8267,0.153,2.6078,0.0039,4671.738,43.8544,-0.0753,0.058,0.0511,0.022,0.0444,0.03572857088829185,0.1936,0.039579670672662194,-0.1492,0.05577234764409276
8973815,1.593,0.0609,7.791,0.1345,2.8588,0.004,4970.002,48.6455,-0.283,0.058,0.0538,0.022,-0.0444,0.04874830434758465,0.1721,0.052592165140386754,-0.2165,0.07501504577981427
8979500,1.3427,0.0559,5.1601,0.0962,3.1425,0.0043,4881.863,48.65,0.0422,0.058,0.0176,0.022,-0.0758,0.03996755387503834,0.3117,0.044459356098058914,-0.38749999999999996,0.06253108153515691
8981783,1.2564,0.0483,4.8486,0.0839,3.1677,0.0038,4768.514,43.9439,0.1845,0.058,0.0274,0.022,0.0227,0.02997566540627876,0.3634,0.03415779797777697,-0.3407,0.04752852840163767
8983847,1.1437,0.0439,4.2357,0.0733,3.2443,0.0041,4812.864,49.2552,0.2351,0.058,0.0223,0.022,-0.0225,0.03815084688071842,0.3034,0.04256170065484907,-0.3259,0.05978387166393634
8984255,1.6845,0.0657,28.458,0.4987,1.7343,0.0038,4374.2896,39.8154,-0.2221,0.058,0.0586,0.022,-0.1225,0.033306294895865285,0.3343,0.03632654705573106,-0.4568,0.05155359794540942
8984355,1.2533,0.0482,4.7595,0.0824,3.1827,0.0038,4751.6943,43.5355,0.2376,0.058,0.017,0.022,0.0001,0.028461742911012156,0.3782,0.032802329804055654,-0.3781,0.04541641675889745
8984984,1.6294,0.0635,23.6171,0.4134,1.8869,0.0037,4291.254,37.5915,0.1577,0.058,0.0027,0.022,-0.0637,0.025131113421425627,0.2833,0.027651550743914687,-0.347,0.03908478182306262
8985207,1.4278,0.0625,27.5628,0.5522,1.6894,0.0037,4102.452,36.1891,-0.0333,0.058,0.0632,0.022,0.0327,0.02694782041574555,0.1507,0.029007018917635994,-0.118,0.04141789101085258
8985246,1.6641,0.0678,28.4381,0.5228,1.7299,0.0037,4111.477,35.8134,0.1075,0.058,0.0273,0.022,0.0459,0.024525544423318984,0.2153,0.026838269839681902,-0.1694,0.038030174858298
9002344,1.7341,0.0667,11.631,0.2013,2.5472,0.0039,4760.9565,44.6955,-0.1042,0.058,0.0214,0.022,-0.0465,0.03693970888450514,0.2005,0.041206232481127765,-0.247,0.05788264787609853
9004818,1.5952,0.0613,8.5987,0.1489,2.7738,0.0039,4755.1133,44.0016,0.0443,0.058,0.0219,0.022,-0.0416,0.033003510396811965,0.2912,0.037139827959963845,-0.3328,0.05196576858996086
9008236,1.2058,0.0466,13.2581,0.2302,2.2703,0.004,4538.3,44.8198,-0.1364,0.058,0.0658,0.022,-0.0255,0.04027033837409166,0.2402,0.043374981559081864,-0.2657,0.06191504047734981
9009805,1.3187,0.0506,9.4128,0.1628,2.6125,0.0039,4810.2334,46.1031,-0.2786,0.058,0.0655,0.022,-0.0926,0.04360096786367819,0.2163,0.04744138608024579,-0.3089,0.06740157719520186
9009957,1.1492,0.044,4.631,0.08,3.1688,0.0039,4889.078,46.7952,-0.0806,0.058,0.0725,0.022,-0.09,0.039361984876931704,0.201,0.04364607519382612,-0.29100000000000004,0.06147596978232975
9012783,1.2482,0.0483,10.9103,0.1896,2.459,0.004,4494.816,43.9074,0.179,0.058,0.0222,0.022,0.048,0.03360907939491861,0.2932,0.03686873432521958,-0.24520000000000003,0.052184739473973285
9015300,1.0705,0.0447,6.2723,0.1171,2.8745,0.0042,4750.9395,44.6158,-0.1356,0.058,0.0922,0.022,0.037,0.03754527788261178,0.1275,0.04174841975061629,-0.0905,0.058728645201642206
9015765,1.4051,0.054,11.2832,0.1953,2.4814,0.0041,4758.124,49.3979,-0.334,0.058,0.0928,0.022,0.1175,0.06964043478226378,0.245,0.07048434503350802,-0.1275,0.10366416511868459
9016417,1.5012,0.0626,12.162,0.227,2.4443,0.0043,4775.923,46.2364,-0.3958,0.058,0.0705,0.022,-0.1012,0.04693159735326472,0.2235,0.0501523224276884,-0.3247,0.07185418952661618
9016768,1.2361,0.0517,8.4084,0.1571,2.6824,0.0045,4712.3037,51.2656,-0.0603,0.058,0.0393,0.022,-0.0239,0.04844551984853133,0.2041,0.05177888423615397,-0.228,0.07417871074832913
9018909,1.1229,0.0432,7.2808,0.1261,2.7658,0.0042,4699.341,50.1237,-0.0533,0.058,0.0674,0.022,0.0404,0.04723438185231804,0.1759,0.050423416062432655,-0.1355,0.07227790946134154
9019877,1.6975,0.0652,9.3678,0.162,2.7263,0.0039,4810.607,45.554,-0.1088,0.058,0.0208,0.022,-0.1099,0.03815084688071842,0.2212,0.04256170065484907,-0.3311,0.05978387166393634
9021204,1.5081,0.0603,25.534,0.4583,1.7823,0.0037,4121.1865,35.6696,0.1642,0.058,0.0349,0.022,0.0464,0.023919975425212344,0.2022,0.026024988935449113,-0.1558,0.03697581391757047
9021671,1.0892,0.0419,9.2482,0.1602,2.5444,0.0043,4725.4155,52.6738,-0.2961,0.058,0.0985,0.022,0.0064,0.0611624688087708,0.1548,0.0628937232606687,-0.1484,0.09178265615993775
9025498,1.1123,0.0429,8.1488,0.1413,2.6638,0.0038,4616.3843,42.0988,0.018,0.058,0.0489,0.022,0.0306,0.04148147637030495,0.2255,0.04500154336754743,-0.19490000000000002,0.06402291118362037
9026209,1.373,0.061,23.2569,0.4697,1.8239,0.0039,4224.712,36.894,0.1569,0.058,-0.0094,0.022,-0.0119,0.02694782041574555,0.2201,0.029549206187124515,-0.23199999999999998,0.041832447670382
9027871,1.6067,0.062,11.4203,0.198,2.5298,0.0038,4630.8755,42.161,0.0984,0.058,-0.0013,0.022,-0.0898,0.029672880907225436,0.3401,0.03334451707354418,-0.4299,0.04668491506591969
9028321,1.454,0.0561,10.385,0.1801,2.5693,0.0038,4638.115,42.2752,0.0645,0.058,0.0187,0.022,-0.1017,0.0305812344043854,0.3147,0.034428891612521224,-0.4164,0.048163329583861055
9028697,1.2748,0.0491,8.5493,0.1482,2.6814,0.0038,4667.3125,43.0883,0.0077,0.058,0.0343,0.022,-0.06,0.032095156899652005,0.2433,0.03632654705573106,-0.3033,0.05069755022955855
9029603,1.7712,0.067,6.4767,0.1106,3.0653,0.0038,4900.9766,45.5012,0.2891,0.058,-0.0087,0.022,-0.1558,0.029672880907225436,0.5218,0.034428891612521224,-0.6776,0.047529559825806166
9031549,1.1611,0.0484,7.3561,0.1372,2.7713,0.0044,4846.33,50.0075,-0.3477,0.058,0.0744,0.022,-0.0117,0.05329007183338446,0.1372,0.05611638239206215,-0.14889999999999998,0.08095990280768045
9031798,1.1663,0.0447,5.9271,0.1025,2.9609,0.0041,4862.0083,49.7065,-0.1739,0.058,0.0565,0.022,0.0244,0.049959442343797934,0.1491,0.053676539679363804,-0.1247,0.0767094226283672
9049147,1.6121,0.0619,7.7583,0.1342,2.8677,0.0039,4819.917,45.3616,0.0397,0.058,-0.0232,0.022,-0.123,0.034214648393025245,0.2246,0.038766389768429416,-0.3476,0.05407727816033454
9051516,1.2149,0.0472,16.7703,0.2921,2.063,0.0038,4351.9893,39.8763,0.0714,0.058,0.0534,0.022,0.054,0.029067311909118793,0.1859,0.03198904889982287,-0.13190000000000002,0.0452115135595144
9071153,1.2322,0.0474,6.0034,0.104,2.9737,0.004,4729.2466,46.5951,0.0864,0.058,0.0246,0.022,-0.023,0.03663692438545182,0.2731,0.040664045211639244,-0.29610000000000003,0.0572504758410262
9074137,1.164,0.0447,5.0009,0.0865,3.1077,0.0041,4846.718,50.8108,-0.0756,0.058,0.06,0.022,-0.0078,0.04753716635137136,0.2267,0.051507790601409705,-0.23450000000000001,0.07332094468923349
9075225,1.648,0.0634,9.982,0.1728,2.6583,0.0039,4762.31,44.7592,-0.0976,0.058,0.0112,0.022,-0.1253,0.03693970888450514,0.2703,0.04093513884638351,-0.39559999999999995,0.05767355380786322
9075872,1.1033,0.0422,4.8296,0.0834,3.1147,0.004,4965.2314,49.4481,-0.3726,0.058,0.1053,0.022,0.0161,0.05238171833622449,0.1212,0.055845288757317896,-0.1051,0.08009893359744925
9076584,1.3368,0.0512,5.4336,0.0938,3.0957,0.004,4953.738,48.1263,-0.1555,0.058,0.0405,0.022,-0.0746,0.04360096786367819,0.2621,0.04771247971499005,-0.3367,0.06760919974808534
9077453,1.2053,0.0462,4.9445,0.0854,3.1327,0.004,4904.1416,47.7967,-0.2071,0.058,0.0644,0.022,-0.0878,0.043903752362731516,0.1295,0.047983573349734306,-0.2173,0.0680325307932608
9077633,1.1329,0.0473,7.1593,0.1336,2.7843,0.0046,4796.8364,53.2894,-0.2632,0.058,0.1047,0.022,0.0211,0.05995133081255752,0.1519,0.06235153599118017,-0.1308,0.09049258684537757
9079904,1.1722,0.0454,9.9244,0.1726,2.5148,0.0038,4464.2065,40.6218,0.2774,0.058,-0.0174,0.022,-0.0115,0.028461742911012156,0.1178,0.03171795526507861,-0.1293,0.04457408620973305
9080407,1.3923,0.0535,10.1949,0.1765,2.5665,0.0039,4761.8228,44.9919,-0.1898,0.058,0.0485,0.022,-0.0669,0.03966476937598502,0.2171,0.043374981559081864,-0.284,0.061482500338656376
9080606,1.319,0.0505,5.8326,0.1007,3.0283,0.004,4952.2925,48.4518,-0.2067,0.058,0.0437,0.022,-0.1726,0.045417674857998115,0.2848,0.04933904152345562,-0.45740000000000003,0.0701495038890116
9083642,1.1879,0.0496,9.8265,0.1834,2.5292,0.0048,4786.8926,58.405,-0.2811,0.058,0.1009,0.022,0.0426,0.07448498676711691,0.1737,0.07509293682416046,-0.1311,0.11065668700188336
9086187,1.2019,0.046,6.0252,0.104,2.9597,0.004,4942.526,48.5939,-0.3417,0.058,0.0876,0.022,0.0076,0.050262226842851254,0.1799,0.053676539679363804,-0.1723,0.0769269467792514
9086216,1.3178,0.0506,6.2672,0.1084,2.9655,0.0041,4810.3574,49.8528,-0.0933,0.058,0.0764,0.022,-0.0153,0.06146525330782412,0.306,0.06397809779964574,-0.3213,0.09281686786477299
9087348,1.2962,0.0543,10.2528,0.1917,2.5303,0.0044,4625.825,48.7975,-0.0017,0.058,0.0363,0.022,-0.0315,0.042995398865571556,0.2297,0.04635701154126874,-0.2612,0.06614051339455358
9097287,1.4236,0.0564,22.9345,0.407,1.8525,0.0038,4340.6675,38.7634,0.0177,0.058,-0.0003,0.022,-0.0567,0.027856173912905513,0.2916,0.030904674360845825,-0.34830000000000005,0.04351892660750774
9100325,1.4518,0.0599,29.6085,0.5481,1.6327,0.0039,4225.855,37.9567,-0.1455,0.058,0.0295,0.022,-0.0662,0.04178426086935827,0.229,0.04391716882857038,-0.2952,0.06341711671792076
9109244,1.3581,0.0521,5.0349,0.087,3.1687,0.0039,4877.3228,46.5285,0.0267,0.058,0.0051,0.022,-0.0763,0.03572857088829185,0.2526,0.04039295157689498,-0.32889999999999997,0.056401161355469256
9114414,1.4462,0.0557,10.6622,0.1848,2.5439,0.0039,4677.36,43.5872,-0.1278,0.058,0.0477,0.022,-0.02,0.03603135538734518,0.2798,0.03985076430740646,-0.2998,0.05619546158821537
9116434,1.574,0.0616,4.8912,0.0864,3.258,0.004,4996.038,48.2403,-0.0258,0.058,0.0302,0.022,-0.1292,0.04027033837409166,0.2453,0.04500154336754743,-0.3745,0.06316337136542091
9117994,1.4722,0.0612,5.7171,0.1065,3.0934,0.0044,4944.1504,51.6538,-0.0361,0.058,0.0137,0.022,-0.0602,0.04844551984853133,0.2342,0.052592165140386754,-0.2944,0.0747985050596253
9119915,1.0956,0.042,4.9852,0.0862,3.0841,0.004,4883.643,47.5731,-0.2961,0.058,0.1015,0.022,0.0035,0.0466288128542114,0.1254,0.0501523224276884,-0.12190000000000001,0.07163674817749462
9139859,1.2212,0.0466,7.6665,0.1316,2.7574,0.0037,4580.9507,40.5585,0.2721,0.058,0.0094,0.022,-0.007,0.025433897920478944,0.2987,0.029278112552380258,-0.3057,0.04055784206306178
9140403,1.5708,0.0655,11.6321,0.2171,2.5036,0.0042,4783.3525,45.6548,-0.2876,0.058,0.0647,0.022,-0.054,0.043298183364624876,0.2011,0.046899198810757256,-0.2551,0.06677090207358642
9140614,1.2801,0.0494,8.9101,0.1545,2.6473,0.0039,4619.515,44.1914,-0.0338,0.058,0.0227,0.022,0.0187,0.03572857088829185,0.1919,0.03930857703791794,-0.1732,0.055563807002382594
9142865,1.6367,0.0679,5.1368,0.0956,3.2324,0.0048,5086.683,61.2368,-0.1927,0.058,0.096,0.022,-0.0938,0.07387941776901027,0.3241,0.07536403045890473,-0.4179,0.11041300878722729
9145861,1.2833,0.0494,5.7514,0.0997,3.0286,0.0038,4687.7085,42.239,0.2875,0.058,0.0283,0.022,0.0629,0.02664503591669223,0.3596,0.03063358072610156,-0.29669999999999996,0.0424589210300875
9145955,1.3366,0.0505,5.8181,0.0993,3.0362,0.004,4989.284,49.4921,-0.3328,0.058,0.08,0.022,-0.0616,0.05147336483906454,0.226,0.0550320078530851,-0.2876,0.0788277543836964
9146245,1.5548,0.06,9.91,0.1719,2.6393,0.0038,4619.7383,41.478,0.1658,0.058,0.0255,0.022,0.0181,0.02815895841195883,0.3174,0.03198904889982287,-0.2993,0.04457132757268319
9146372,1.2759,0.0492,6.5178,0.113,2.9174,0.004,4656.432,47.1116,0.2512,0.058,0.029,0.022,0.0155,0.03693970888450514,0.3528,0.04093513884638351,-0.3373,0.05767355380786322
9152245,1.1064,0.0463,5.433,0.1015,3.0136,0.0041,4685.7793,42.7526,0.1055,0.058,0.057,0.022,0.0099,0.03027844990533208,0.2083,0.034428891612521224,-0.19840000000000002,0.04795109181838281
9153621,1.3512,0.0564,10.8419,0.2024,2.4993,0.0044,4776.1357,49.4773,-0.3336,0.058,0.0526,0.022,-0.0451,0.05238171833622449,0.2107,0.055303101487829374,-0.2558,0.0796881678256942
9154402,1.1989,0.0498,4.3211,0.0805,3.2474,0.0043,4967.5645,48.1722,-0.16,0.058,0.0631,0.0877,0.0061,0.044206536861784836,0.16,0.04825466698447857,-0.1539,0.06845588355399553
9158981,1.3184,0.0508,9.951,0.1724,2.5639,0.0041,4695.7393,48.4362,-0.0384,0.058,0.0276,0.022,-0.0822,0.055712347825811026,0.2766,0.058556225104760516,-0.3588,0.08455615562389436
9161068,1.3119,0.0495,4.5353,0.0774,3.2445,0.004,5029.1196,50.6912,-0.3801,0.058,0.0704,0.022,-0.0398,0.055106778827704386,0.1556,0.058285131470016245,-0.1954,0.0839132123640441
9161451,1.1601,0.0446,5.6864,0.0984,2.9946,0.0042,4760.0825,51.587,-0.004,0.058,0.0627,0.022,0.004,0.05964854631350419,0.2033,0.06235153599118017,-0.1993,0.09027250088234993
9163785,1.6333,0.0627,10.8394,0.1875,2.5827,0.0039,4802.426,45.8337,-0.2054,0.058,0.0489,0.022,-0.1344,0.04117869187125162,0.2329,0.04500154336754743,-0.36729999999999996,0.06380695653705969
9164696,1.218,0.0468,6.4492,0.1117,2.9064,0.004,4742.5264,46.3603,0.0967,0.058,0.0403,0.022,0.0048,0.037848062381665104,0.292,0.04201951338536055,-0.28719999999999996,0.05915168869483322
9165879,1.2021,0.0465,9.7219,0.1689,2.5439,0.0038,4506.5825,41.3197,0.2279,0.058,0.037,0.022,0.0598,0.03845363137977174,0.2456,0.04174841975061629,-0.18580000000000002,0.05937390363057129
9166023,1.1517,0.045,14.8908,0.26,2.1461,0.0037,4216.4053,36.249,0.3314,0.058,0.0294,0.022,0.0851,0.02361719092615902,0.2409,0.025753895300704852,-0.1558,0.036552413482664005
9166070,1.1835,0.0458,9.3488,0.1624,2.5713,0.0042,4535.2773,48.1037,0.1186,0.058,-0.0005,0.022,-0.0011,0.049959442343797934,0.2079,0.052592165140386754,-0.209,0.07588711088963875
9172292,1.7336,0.0667,11.0831,0.192,2.5893,0.0036,4719.4473,38.3541,0.0097,0.058,0.0055,0.022,-0.1606,0.033003510396811965,0.243,0.037139827959963845,-0.40359999999999996,0.05196576858996086
9175269,1.5364,0.0642,9.2472,0.1727,2.6943,0.0042,4725.3496,43.7922,-0.0033,0.058,0.0051,0.022,-0.1065,0.03360907939491861,0.2646,0.037682015229452366,-0.3711,0.05281143562749354
9176522,1.4987,0.0575,6.1801,0.1069,3.0335,0.0039,4822.9326,44.9865,0.08,0.058,0.0051,0.022,-0.1251,0.033306294895865285,0.3038,0.037682015229452366,-0.4289,0.0525987523399031
9177726,1.3836,0.0534,20.8024,0.3592,1.9277,0.0037,4223.41,37.0719,0.0905,0.058,0.0489,0.022,0.0435,0.02573668241953227,0.244,0.02819373801340321,-0.2005,0.039931307007335305
9180003,1.7658,0.0678,8.6316,0.1493,2.8146,0.0039,4800.105,44.9009,0.0523,0.058,0.0028,0.022,-0.0839,0.03360907939491861,0.327,0.03795310886419663,-0.41090000000000004,0.053021460432818135
9182420,1.1718,0.049,6.7708,0.1265,2.8474,0.0042,4687.961,43.5808,0.0801,0.058,0.0364,0.022,0.0028,0.031792372400598685,0.2591,0.036055453420986795,-0.2563,0.05027488982499288
9183248,1.3964,0.0676,4.6978,0.1037,3.241,0.0047,4871.8027,51.8979,0.0729,0.058,0.025,0.022,0.0872,0.0466288128542114,0.3205,0.050694509697176926,-0.2333,0.07205056153883121
9183434,1.3817,0.0579,10.1525,0.19,2.5669,0.0041,4577.048,40.5925,0.2502,0.058,-0.0151,0.022,-0.0603,0.02573668241953227,0.3511,0.029549206187124515,-0.41140000000000004,0.040980194586031075
9202597,1.2161,0.0469,6.0941,0.1057,2.9549,0.0038,4616.901,41.0198,0.345,0.058,0.0157,0.022,0.0437,0.024525544423318984,0.2972,0.028464831648147473,-0.2535,0.03929113786973568
9203775,1.0463,0.0439,7.3113,0.1369,2.7315,0.0041,4508.994,39.5347,0.3482,0.058,0.0313,0.022,0.0924,0.02361719092615902,0.259,0.026838269839681902,-0.16660000000000003,0.03738920296533668
9204851,1.0795,0.0423,18.7847,0.3299,1.9078,0.0038,4260.4873,37.7541,0.0049,0.058,0.0314,0.022,0.0269,0.02725060491479887,0.1852,0.03009139345661304,-0.1583,0.042463953775223724
9205044,1.1344,0.0434,5.8946,0.1018,2.9536,0.004,4954.79,49.1568,-0.4246,0.058,0.1035,0.022,-0.02,0.05419842533054442,0.1391,0.0572007569310392,-0.1591,0.08243651651718481
9205419,1.155,0.0481,5.8847,0.1097,2.9629,0.0044,4917.632,50.399,-0.2769,0.058,0.073,0.022,-0.0091,0.05298728733433114,0.1511,0.05638747602680642,-0.1602,0.08094645754413075
9205663,1.1408,0.044,8.0107,0.1389,2.6897,0.0038,4654.1113,42.6363,-0.0363,0.058,0.0504,0.022,-0.0735,0.033003510396811965,0.0911,0.03686873432521958,-0.1646,0.05175601968221241
9205705,1.1669,0.045,12.526,0.2171,2.3062,0.0039,4663.85,44.0957,-0.3714,0.058,0.0799,0.022,-0.0338,0.042995398865571556,0.232,0.04608591790652448,-0.26580000000000004,0.0659340746393454
9209366,1.1124,0.0429,5.4302,0.0942,3.0164,0.0041,4626.718,47.0146,0.3116,0.058,0.0385,0.022,0.0842,0.0363341398863985,0.2064,0.04012185794215072,-0.1222,0.056618605033631635
9210256,1.429,0.0547,6.4766,0.1119,2.9721,0.0039,4912.8857,47.5735,-0.1738,0.058,0.0738,0.022,-0.0689,0.042995398865571556,0.249,0.04717029244550152,-0.3179,0.06676260445672985
9210570,1.1893,0.046,8.1686,0.1419,2.6908,0.004,4537.0845,44.8427,0.2556,0.058,0.0325,0.022,0.0389,0.032700725897758645,0.2757,0.036055453420986795,-0.2368,0.050915044541461334
9210738,1.2321,0.0513,5.1515,0.096,3.1066,0.0043,4934.4814,47.796,-0.1724,0.058,0.0534,0.022,-0.0216,0.04360096786367819,0.1873,0.04771247971499005,-0.2089,0.06760919974808534
9214176,1.5276,0.0584,5.4356,0.0938,3.1533,0.0045,4996.425,60.6233,-0.1494,0.058,0.0267,0.022,-0.1903,0.07085157277847706,0.2215,0.07265309411146212,-0.4118,0.106169929079843
9214512,1.1944,0.0459,6.3844,0.1104,2.9067,0.0043,4806.494,53.3566,-0.0676,0.058,0.0363,0.022,-0.0395,0.05268450283527781,0.18,0.055845288757317896,-0.2195,0.08031718274225268
9215910,1.1561,0.0443,5.7831,0.1,2.9785,0.0041,4860.9316,50.7037,-0.1373,0.058,0.0468,0.022,-0.0233,0.049656657844744614,0.1782,0.053134352409875275,-0.2015,0.076079533250977
9217456,1.3641,0.0523,21.3655,0.3679,1.897,0.0038,4382.668,39.9715,-0.2066,0.058,0.0408,0.022,-0.0521,0.033003510396811965,0.2378,0.036055453420986795,-0.2899,0.05113023449048256
9219958,1.3543,0.0521,11.337,0.1963,2.4609,0.0041,4738.2993,48.2184,-0.3647,0.058,0.0688,0.022,-0.0812,0.07085157277847706,0.2299,0.07156871957248506,-0.3111,0.10536190721343341
9219997,1.1762,0.0455,8.5169,0.1479,2.6497,0.004,4543.326,45.8442,0.2162,0.058,0.0006,0.022,0.023,0.045114890358944795,0.2084,0.04825466698447857,-0.1854,0.0691059624885386
9222389,1.4812,0.0571,12.5826,0.218,2.4083,0.0039,4681.3867,44.271,-0.2342,0.058,0.0403,0.022,-0.182,0.04632602835515808,0.2517,0.049610135158199876,-0.4337,0.07100679854609053
9224282,1.3125,0.0549,8.7691,0.164,2.672,0.0047,4648.108,54.3511,0.0625,0.058,-0.0101,0.022,-0.081,0.050262226842851254,0.2454,0.05340544604461954,-0.3264,0.07672123995205889
9225958,1.2428,0.0477,4.9401,0.0855,3.1467,0.0039,4790.2905,46.3642,0.0434,0.058,0.0318,0.022,0.0204,0.039361984876931704,0.3092,0.04364607519382612,-0.28879999999999995,0.06147596978232975
9226481,1.2172,0.0471,10.4636,0.1817,2.4847,0.0038,4543.589,41.0365,0.0908,0.058,0.0027,0.022,0.0155,0.03996755387503834,0.2524,0.043374981559081864,-0.2369,0.06169840649603121
9226739,1.1709,0.0452,10.8114,0.1876,2.4387,0.0038,4583.057,41.5578,-0.0071,0.058,0.0405,0.022,-0.0494,0.031186803402492042,0.1917,0.03497107888200975,-0.2411,0.049008985349036985
9228469,1.3642,0.0522,6.5691,0.1134,2.9396,0.004,4972.039,49.0193,-0.3281,0.058,0.0783,0.022,-0.0489,0.05086779584095789,0.1992,0.054218726948852325,-0.2481,0.07777442039462588
9229592,1.3878,0.0526,8.0376,0.1374,2.7719,0.0043,4847.74,54.1837,-0.3479,0.058,0.0635,0.022,-0.0988,0.08266016824155657,0.2489,0.08187027769276702,-0.3477,0.12171878565248069
9237288,1.3441,0.0516,9.279,0.1605,2.6332,0.0039,4816.413,46.1969,-0.2592,0.058,0.0726,0.022,-0.0801,0.06055689981066416,0.2478,0.0628937232606687,-0.32789999999999997,0.09134080498071899
9237611,1.2702,0.053,10.6617,0.199,2.4868,0.0045,4777.627,50.8792,-0.423,0.058,0.0937,0.022,-0.0205,0.06025411531161084,0.2188,0.062080442356435915,-0.23929999999999998,0.09050996184718307
9239082,1.4637,0.0585,35.0424,0.6289,1.4872,0.0037,4125.7046,36.3617,-0.0077,0.058,0.0015,0.022,-0.0578,0.02664503591669223,0.2281,0.028735925282891733,-0.2859,0.040994309222903216
9239173,1.1921,0.0457,6.585,0.1139,2.879,0.0041,4845.7236,50.7065,-0.1993,0.058,0.0539,0.022,-0.0335,0.05147336483906454,0.1728,0.054760914218340846,-0.2063,0.07862195215404652
9239675,1.3679,0.0534,19.9823,0.3504,1.9588,0.0037,4200.5845,36.5049,0.214,0.058,0.0383,0.022,0.0441,0.02361719092615902,0.2672,0.026024988935449113,-0.2231,0.036760397819870186
9245197,1.3633,0.0557,4.5556,0.0835,3.2573,0.0042,4941.7383,47.5045,-0.0015,0.058,0.0328,0.022,-0.1746,0.03815084688071842,0.2346,0.04283279428959334,-0.4092,0.05999347823417419
9245385,1.7155,0.0718,13.9497,0.2609,2.382,0.0041,4610.04,41.7974,0.0769,0.058,-0.0316,0.022,-0.1439,0.029672880907225436,0.2659,0.03361561070828844,-0.40980000000000005,0.0468951517757052
